social_id,first_name,last_name,gender,birth_date,sickness_history
57372768,Miriam,Adelson,0,1997-06-19 22:56:07,False
25820119,Klaus-Michael,Kuehne,,1973-12-10 08:36:44,True
23841826,Masayoshi,Son,1,2001-07-04 22:26:29,False
87162671,William,Ding,1,1977-01-31 17:56:10,False
50008958,Vladimir,Potanin,1,1974-10-14 10:22:10,False
27285989,Li,Ka-shing,,1991-07-06 05:53:22,True
87822146,Zeng,Yuqun,,1993-03-12 07:56:11,True
69468445,Yang,Huiyan,,1978-05-12 04:49:15,False
91244539,Azim,Premji,1,1999-03-20 02:30:00,False
86848996,He,Xiangjian,,1986-10-04 00:56:37,False
53250516,Gina,Rinehart,0,1993-09-29 14:11:38,False
87145295,Leonard,Lauder,1,1988-04-12 16:13:57,False
94106185,Dan,Gilbert,1,1973-01-30 06:24:43,False
10120535,Qin,Yinglin,,1978-07-06 16:45:41,False
81940102,James,Dyson,1,1976-06-06 09:39:15,False
203921,Vladimir,Lisin,1,1981-06-26 04:58:20,False
12886968,Jim,Ratcliffe,1,1997-05-08 14:59:05,True
89673787,Alexey,Mordashov,1,1974-04-29 00:25:47,False
39075622,Leonid,Mikhelson,1,1980-06-22 12:26:38,False
29057472,Takemitsu,Takizaki,,1985-01-03 03:46:29,False
80969581,Stephen,Schwarzman,1,1989-04-05 02:00:23,True
4144281,Pallonji,Mistry,,1979-08-07 17:17:01,False
16158312,Pang,Kang,,1970-08-04 05:09:33,False
13054448,Leonardo,Del,1,2001-04-14 21:25:28,True
95440651,Dieter,Schwarz,1,1984-09-13 02:43:47,True
41884761,Abigail,Johnson,0,1979-08-17 11:40:13,True
44748545,Jiang,Rensheng,,1992-04-20 04:58:33,True
91071161,Iris,Fontbona,0,1994-04-30 02:39:30,True
75419902,Jorge,Paulo,1,1998-05-17 11:43:59,True
59507044,Susanne,Klatten,0,2001-09-28 03:25:25,False
91179680,Zhang,Zhidong,,1978-12-30 06:45:07,True
5231833,James,Simons,1,2002-10-03 03:17:41,True
87641338,Stefan,Persson,1,1978-01-14 11:54:40,True
61776634,Andrew,Forrest,1,1987-03-24 14:13:54,False
58664600,Li,Xiting,,1981-07-30 23:25:40,True
65000397,Lei,Jun,,1977-05-03 12:06:05,False
94959080,Lee,Shau,1,1992-03-25 10:09:40,False
99738571,Eric,Schmidt,1,1991-12-08 19:53:47,False
71395224,Shiv,Nadar,1,1973-04-27 07:32:25,True
47720036,Henry,Cheng,1,1976-04-03 23:52:53,False
70773177,Ken,Griffin,1,1972-09-15 00:40:44,False
20389178,Carl,Icahn,1,1975-07-23 17:08:31,True
95227396,Elaine,Marshall,0,1971-08-17 16:43:39,False
72048285,Laurene,Powell,,1976-11-17 10:54:56,True
193520,John,Menard,1,1982-09-20 15:05:01,False
58349698,Goh,Cheng,1,1980-12-28 07:44:18,True
5569464,Thomas,Peterffy,1,1996-12-30 16:15:45,False
62256331,Stefan,Quandt,1,1987-01-29 07:18:31,False
46630032,Sara,Mota,0,1991-09-26 20:54:47,False
67006766,Alisher,Usmanov,1,1984-08-05 20:00:22,False
95418563,Lakshmi,Mittal,0,1997-01-17 04:05:27,True
92335558,Robert,Kuok,1,1993-02-14 23:09:52,False
76702744,Lukas,Walton,1,1971-04-10 14:09:51,True
50617305,Ernesto,Bertarelli,1,1990-08-17 16:53:27,True
58290269,Hui,Ka,,1970-11-24 11:14:13,False
49009940,Peter,Woo,1,1992-07-28 06:33:08,True
36044772,Donald,Newhouse,1,1990-07-03 21:24:05,False
23718618,Chen,Bang,,1989-04-24 01:09:01,False
46069242,Xu,Hang,,1986-07-29 06:40:12,True
82184067,Vagit,Alekperov,,1991-08-20 08:58:18,False
31058088,Lui,Che-Woo,,1999-12-16 23:52:08,True
9593801,Roman,Abramovich,1,1993-11-22 05:45:02,False
26903457,Thomas,Frist,1,1973-02-17 16:01:00,True
16927340,Gennady,Timchenko,1,1971-11-10 11:49:41,False
31734881,Wang,Xing,,1970-01-30 10:47:27,False
66649953,Dietrich,Mateschitz,1,2000-12-13 14:58:46,False
68394946,Wang,Wei,,1977-07-15 08:35:45,False
80695497,Dustin,Moskovitz,1,1992-03-12 23:35:16,False
54870339,Lee,Man,1,1986-04-04 06:18:37,True
71246135,Charlene,de,0,1996-02-27 21:49:49,False
24585808,Andrey,Melnichenko,1,1978-05-25 18:51:53,False
60349730,Viktor,Vekselberg,1,1985-10-27 19:25:54,False
48701099,Ray,Dalio,1,1991-11-14 11:26:37,True
40318164,Reinhold,Wuerth,1,1978-07-08 12:07:39,True
60959454,Thomas,Struengmann,1,1996-08-20 07:28:15,True
64746070,Andreas,Struengmann,1,1994-07-14 23:48:08,False
55311715,Alwaleed,Bin,,1974-11-20 03:32:28,False
82236034,Eduardo,Saverin,1,1977-03-22 21:44:22,False
82941340,Wu,Yajun,,2000-10-16 14:09:23,True
44000911,Zhong,Huijuan,,1997-11-29 18:10:59,False
50988638,Sun,Piaoyang,,1979-05-20 20:09:12,False
32594878,Gustaf,Douglas,1,1986-12-08 14:39:45,False
32193309,Aliko,Dangote,,1974-06-24 03:50:12,False
90796804,Richard,Liu,1,1982-05-20 12:50:15,True
23335074,Li,Shu,,1996-11-27 12:34:15,True
93894174,Cyrus,Poonawalla,1,2000-11-28 01:16:48,True
1573069,Budi,Hartono,,1992-08-18 20:24:13,True
22456818,Hasso,Plattner,1,1973-06-21 05:19:03,True
72509042,Wang,Wenyin,,1992-05-04 15:21:16,False
92530665,Ernie,Garcia,1,1976-03-21 13:50:37,False
54686493,Ned,Johnson,1,1983-10-20 22:17:09,True
42986221,Charoen,Sirivadhanabhakdi,,1996-05-05 12:32:57,True
40426580,Donald,Bren,1,2000-07-06 15:41:22,True
76871183,Ricardo,Salinas,1,1986-11-01 20:06:46,True
71627400,Patrick,Soon-Shiong,1,1987-10-26 22:41:25,False
61020435,Philip,Anschutz,1,1984-06-25 00:04:19,True
20955393,Radhakishan,Damani,,1997-09-17 21:19:55,False
63426358,Michael,Hartono,1,1972-06-27 10:18:35,True
56895652,Ma,Jianrong,,1979-04-28 08:51:02,True
66537236,Jorge,Moll,1,2000-08-03 22:03:32,False
38220999,Charles,Ergen,1,2002-04-22 04:53:01,False
7180750,Dave,Duffield,1,1998-01-23 01:13:24,False
60078194,Eric,Yuan,1,1972-09-08 13:49:59,True
94273559,Uday,Kotak,1,1976-10-26 21:52:26,False
21475647,David,Tepper,1,1979-05-03 04:01:25,False
64633512,Karl,Albrecht,1,1980-01-01 22:44:50,False
30060002,Beate,Heister,0,1997-07-13 22:44:23,True
32667073,Zuo,Hui,,1993-05-10 14:05:01,False
29532687,Jim,Goodnight,1,1994-09-23 02:28:15,False
91199272,Patrick,Drahi,1,1993-12-27 01:01:13,True
31255658,Su,Hua,,1994-11-09 05:07:41,True
84543209,Huang,Shilin,,2000-09-02 11:11:22,True
52041377,Scott,Farquhar,1,1981-04-06 08:39:06,True
93140797,Mike,Cannon-Brookes,1,1973-03-05 17:33:26,False
52688117,Mikhail,Fridman,1,1983-01-18 12:18:25,False
78411691,Robin,Li,1,1985-05-27 03:06:16,True
30564871,Chen,Zhiping,,1978-06-16 19:05:30,True
74853568,Mikhail,Prokhorov,1,1985-05-04 16:23:34,False
3393221,Jensen,Huang,,1992-07-01 06:50:19,True
58430215,Fan,Hongwei,,1972-06-24 00:35:39,False
56848673,Jim,Davis,1,1986-11-15 19:34:07,True
12761251,Joseph,Tsai,1,1997-07-18 05:47:02,False
59303027,Hugh,Grosvenor,1,1986-09-17 03:09:51,True
99131920,Alejandro,Santo,1,1973-10-01 03:34:08,False
59543783,Cen,Junda,,1992-05-04 17:03:16,True
31968773,Jan,Koum,1,1981-10-31 14:27:47,True
1158153,Wang,Jianlin,,1984-08-09 06:06:08,True
56039229,Zhou,Qunfei,,1980-09-12 22:25:21,True
75929757,Victor,Rashnikov,1,1985-02-03 19:22:08,True
55692513,Raymond,Kwok,1,1995-01-26 22:28:59,False
23285703,Forrest,Li,1,1991-07-15 05:38:27,True
57121293,Sherry,Brydson,0,1999-04-12 08:09:51,False
32820390,Dang,Yanbao,,1977-08-01 09:34:40,True
10360685,Lee,Jae-Yong,1,1977-06-22 15:09:04,True
89302184,Paolo,Rocca,1,1980-11-16 11:56:00,True
11892334,Wu,Shaoxun,,1990-12-14 21:21:29,False
20090206,Wang,Chuan-Fu,,2002-05-11 09:04:30,True
28463819,Carl,Cook,1,2002-08-31 07:24:03,True
7550855,Jack,Dorsey,1,1987-06-05 21:54:28,True
29366474,Robert,Pera,1,2000-09-24 04:18:53,True
43019501,Leng,You-Bin,,1990-08-05 03:17:13,True
15233440,Melker,Schorling,1,1991-05-05 03:53:38,False
82371388,Charles,Schwab,1,1983-10-18 15:34:03,True
28549229,Brian,Chesky,1,1999-02-23 13:07:11,True
33205921,Marcel,Telles,1,1975-01-01 09:51:02,False
63443844,Thomas,Kwok,1,2002-12-23 05:03:36,False
83247481,Dilip,Shanghvi,1,1996-11-24 19:56:02,False
6321314,Pierre,Omidyar,1,1981-02-24 17:31:25,False
16306957,Savitri,Jindal,0,1998-10-25 03:32:21,True
24298064,Gong,Hongjia,,1992-05-11 12:10:31,True
8644157,Brian,Armstrong,1,1994-07-10 20:07:28,False
55152551,Liu,Yongxing,,1985-09-29 21:12:42,False
71123924,Patrick,Collison,1,1998-05-27 00:02:28,False
98565467,John,Collison,1,1992-02-15 19:04:57,False
22697982,Harry,Triguboff,1,1984-08-12 08:55:45,True
1568230,Gordon,Moore,1,1985-01-08 03:27:23,False
25679962,Micky,Arison,1,1990-11-21 03:23:58,False
92765431,Cheng,Yixiao,,1976-06-16 21:45:19,True
29089924,Marijke,Mars,0,1978-12-15 09:29:29,True
51197175,Victoria,Mars,0,1984-03-04 17:56:25,True
18111408,Pamela,Mars-Wright,0,1994-05-27 16:06:48,False
56750375,Valerie,Mars,0,1992-02-06 15:50:59,False
84293104,Eyal,Ofer,1,1979-01-20 01:37:02,True
34663194,Stefano,Pessina,1,1989-06-17 01:50:50,True
31584129,Heinrich,Deichmann,1,2002-04-07 16:47:49,True
38685041,David,Sun,1,2000-12-19 00:34:26,True
80757181,John,Tu,1,2001-09-06 16:06:39,False
97904026,Anders,Holch,1,1970-01-23 05:50:07,False
96547435,Bobby,Murphy,1,1975-12-24 03:22:38,False
31978273,Graeme,Hart,1,1971-10-11 03:11:58,False
57107211,Leon,Black,1,1996-01-02 08:05:01,False
15099579,David,Geffen,1,1997-04-25 14:20:06,True
52963460,Steve,Cohen,1,1971-03-13 15:46:21,False
53354266,Dmitry,Rybolovlev,1,1971-06-29 18:27:42,True
64496602,Ding,Shizhong,,2001-07-11 05:26:22,False
27362628,Emmanuel,Besnier,1,1984-03-16 03:08:47,True
75726304,Liu,Yonghao,,1992-09-19 09:18:04,True
6221901,Wei,Jianjun,,1970-12-21 14:24:20,True
39366799,Reinhold,Schmieding,1,1980-07-31 06:45:41,False
4628525,Carlos,Sicupira,1,1995-01-15 00:54:16,False
43462647,Frank,Wang,1,1973-11-23 00:30:58,True
46724725,Li,Shuirong,,1983-12-02 01:11:07,True
29338509,Pham,Nhat,,1970-10-31 13:09:07,True
3537950,Michael,Kadoorie,1,1990-04-06 00:36:38,False
98543316,Ding,Shijia,,1984-12-16 05:18:36,False
16175953,Seo,Jung-Jin,,1999-11-23 05:48:22,False
48737346,Stan,Druckenmiller,1,1972-07-03 14:10:28,False
19596695,Kumar,Birla,1,1972-09-24 20:09:25,True
49269874,Kim,Jung-Ju,0,1975-06-09 02:22:32,True
42788098,Georg,Schaeffler,1,1993-09-07 23:12:35,False
35524721,Rinat,Akhmetov,1,1994-07-19 05:12:43,True
7399530,Blair,Parry-Okeden,,1981-02-12 22:33:28,True
69509868,Jim,Kennedy,1,1972-10-28 04:54:18,True
71995989,Suleiman,Kerimov,1,1975-01-28 01:01:57,True
28155892,Brian,Kim,1,1976-04-10 21:31:29,False
43572517,Shu,Ping,,1992-09-09 04:59:54,True
40531856,Evan,Spiegel,1,2001-04-18 12:34:06,False
45534849,Michael,Platt,1,1998-04-06 02:21:14,False
3704250,Qi,Shi,,1975-02-01 20:57:25,True
98493334,Zhang,Yong,,1987-09-23 04:17:58,True
84749655,Jay,Chaudhry,1,1993-03-04 23:20:23,True
76731641,Anthony,Pratt,1,2002-11-06 06:44:43,True
15795442,Johann,Graf,1,1970-01-23 08:05:05,True
60847580,Dietmar,Hopp,1,1995-02-09 12:50:52,True
60716322,Michael,Otto,1,1995-06-18 08:02:17,False
46782142,Antonia,Axson,0,1973-12-26 22:44:33,True
37189899,George,Roberts,1,1981-09-05 07:14:04,True
19982266,Nathan,Blecharczyk,1,1986-07-27 19:31:27,False
65551031,Joe,Gebbia,1,1977-08-10 19:55:13,True
98280297,Gianluigi,Aponte,1,2000-10-09 19:57:39,True
89154488,John,Fredriksen,1,1992-09-01 07:05:23,False
70948013,Yao,Liangsong,,1971-08-11 13:32:55,False
84427488,Giorgio,Armani,1,1983-12-20 00:58:00,True
67257339,Sarath,Ratanavadi,,1993-04-19 11:55:56,False
16970271,Henry,Kravis,1,1985-07-10 02:38:07,True
82374302,Christy,Walton,0,1998-12-15 22:55:39,True
89455090,Luis,Sarmiento,1,1985-07-10 19:22:57,True
43032278,Cai,Kui,1,1998-05-04 03:31:35,False
81313434,Stan,Kroenke,1,1986-03-11 12:35:03,True
51228978,Niels,Louis-Hansen,1,1992-10-10 12:29:38,True
23153026,Les,Wexner,1,2001-04-01 08:11:33,False
48787862,Sunil,Mittal,1,1998-07-02 09:11:39,False
97732190,Tobi,Lutke,1,1993-03-27 05:24:45,False
3438483,Alberto,Bailleres,1,1987-03-25 13:53:07,False
42815558,Tito,Beveridge,1,1979-07-17 08:33:11,True
47187908,Anthony,Bamford,1,1972-01-09 00:16:04,True
36845722,Tim,Sweeney,1,1974-04-29 19:18:12,False
78086714,Zhao,Yan,,1992-09-06 07:38:34,False
52421585,Jorn,Rausing,1,1977-11-16 02:53:58,False
39151389,Zhang,Bangxin,,1970-06-30 22:34:00,True
38304611,August,von,1,1999-07-22 00:27:34,True
28590083,Andy,Beal,1,1994-05-02 21:54:54,True
4767367,George,Lucas,1,1986-09-14 03:57:56,True
91257996,German,Khan,1,1980-02-20 18:46:49,True
34069037,Wee,Cho,,1973-01-29 18:53:05,False
47849500,Denise,Coates,0,1996-01-05 11:29:29,True
49673200,Alexander,Abramov,1,1996-02-23 11:34:14,True
94598559,Qian,Dongqi,,1980-10-09 16:04:33,True
45855171,Harold,Hamm,1,1974-11-16 06:54:49,False
21771431,Iskandar,Makhmudov,1,1976-09-04 07:21:30,True
29184242,John,Malone,1,1987-04-22 10:44:53,True
15101227,Hansjoerg,Wyss,,1984-02-08 13:16:32,False
85438795,Rupert,Murdoch,1,1970-03-16 13:01:34,True
23519148,James,Pattison,1,1973-07-06 15:28:37,False
31050888,Jude,Reyes,1,1990-09-26 16:58:55,True
21306242,Chris,Reyes,1,1990-07-18 06:49:45,False
46172207,Tatyana,Bakalchuk,0,1995-10-16 16:33:06,True
19214609,Gabe,Newell,1,1970-07-06 22:51:13,False
56765976,Andrew,Currie,1,1978-05-18 20:16:49,True
60738314,Johann,Rupert,1,1977-03-09 08:03:26,False
95328986,Silvio,Berlusconi,1,1994-09-16 17:54:52,True
40015546,John,Reece,1,1991-09-14 02:37:10,True
92971926,Cheng,Xue,,1977-02-10 09:42:36,False
14859358,Willi,Liebherr,1,1997-04-17 15:48:01,False
24966764,Isolde,Liebherr,0,1988-04-03 14:21:27,True
55889036,John,Albert,1,1974-02-11 13:57:10,False
55314552,Marc,Benioff,1,1983-11-16 07:45:12,True
56816651,Denis,Sverdlov,1,1990-06-14 20:43:37,False
52854234,Li,Zhenguo,,1999-03-31 19:55:44,False
15118913,Sandra,Ortega,0,1974-12-25 07:53:20,True
56492129,Hui,Wing,,2001-02-23 02:42:08,False
64375990,Liu,Jincheng,,1982-03-13 10:12:27,True
97813498,Theo,Albrecht,1,1998-03-08 05:25:01,True
92165727,Dennis,Washington,1,1976-09-02 19:54:58,False
71843524,Stephen,Ross,1,1992-03-14 19:01:18,False
59720582,Lin,Bin,0,1970-10-31 17:53:08,True
56330304,Mohammed,Al,1,2001-08-26 16:10:04,True
47695757,Robert,Smith,1,1974-07-21 10:18:10,False
29863839,Rocco,Commisso,1,1975-07-10 14:32:03,True
73684830,Benu,Bangur,,1993-10-22 19:16:42,True
76545541,German,Larrea,1,1993-03-13 21:48:46,False
3249436,Anthony,von,1,1983-03-09 23:29:35,False
49031497,Shigenobu,Nagamori,1,1975-10-08 16:39:23,True
68872375,Lu,Zhongfang,,1971-06-01 17:09:44,False
35634638,Jerry,Jones,1,1984-02-28 09:01:16,True
42354188,Pei,Zhenhua,,1994-07-11 19:10:56,True
8491462,Sun,Hongbin,,1984-06-10 02:01:10,False
71399868,Ugur,Sahin,,1981-08-14 05:40:00,False
51021803,Joseph,Lau,1,1988-03-07 20:09:09,True
98480115,Xu,Shihui,,1989-03-05 02:45:12,True
70602152,Li,Ge,,1985-01-22 21:03:37,True
72909488,Ned,Johnson,1,1980-11-27 07:32:52,False
9492909,Elizabeth,Johnson,0,2000-06-18 20:51:02,False
44842909,Alexander,Otto,1,1971-05-30 14:57:17,False
17103318,Ruan,Xueping,1,1974-01-05 04:53:26,False
72896721,Ruan,Liping,1,1981-12-22 08:49:16,True
70635272,Daniel,Dines,1,1997-01-12 13:02:26,False
57800483,Carl,Bennet,1,1983-09-25 14:59:52,False
39138046,Izzy,Englander,,1976-11-21 07:40:00,True
64653021,Magdalena,Martullo,0,1993-05-14 12:43:10,True
45394756,Laurent,Dassault,1,1977-11-24 16:51:43,False
25440179,Marie-Helene,Habert-Dassault,,1971-06-18 20:45:22,True
47795965,Thierry,Dassault,1,1982-05-11 10:25:28,False
8095805,Ralph,Lauren,1,1989-02-06 23:16:23,True
69595061,Richard,Kinder,1,1975-09-14 23:09:38,True
21155886,Kei,Hoi,0,1977-01-07 12:59:02,True
53907620,Juan,Beckmann,1,1977-10-09 12:47:44,True
21814492,Shahid,Khan,1,1992-12-24 05:17:14,True
54170235,Yu,Renrong,,1980-07-30 17:46:18,False
50799756,Mat,Ishbia,0,2000-02-29 11:57:09,False
99850786,Rahel,Blocher,0,1999-02-24 23:56:54,False
95237610,Ludwig,Merckle,1,2001-10-26 21:25:23,True
9368039,Chen,Jianhua,,1975-10-27 05:34:18,False
63767378,Frank,Lowy,1,1974-08-12 15:13:20,True
23267679,Nicky,Oppenheimer,1,1978-09-09 08:36:47,True
98576340,David,Thomson,1,1982-08-21 01:16:54,False
23700821,Taylor,Thomson,1,1997-10-29 15:04:36,True
664379,Peter,Thomson,1,1988-11-15 07:58:00,False
74175946,Bob,Rich,1,1992-04-14 16:51:19,False
73432100,Leonid,Fedun,1,1990-11-26 21:48:33,False
95300573,Nusli,Wadia,,1999-03-11 11:23:06,True
65889282,Geoffrey,Kwok,1,1982-07-29 20:13:41,False
69891499,Finn,Rausing,1,1986-06-27 10:08:02,True
7206267,Kirsten,Rausing,0,1970-10-20 08:59:54,False
81522968,George,Soros,1,1974-10-26 11:49:27,True
49983053,Steven,Spielberg,1,1990-07-06 01:32:22,False
49695210,Charles,Cadogan,1,1976-02-23 10:44:10,True
55169079,Liu,Hanyuan,,1994-07-09 13:38:26,False
69501657,Liz,Mohn,0,1975-04-11 21:26:59,True
62045655,Ronda,Stryker,0,1993-12-27 05:15:43,False
46068768,Yu,Yong,,1975-06-07 11:49:25,False
58326185,Chase,Coleman,1,1973-02-28 08:39:22,False
86581008,Andy,Bechtolsheim,1,1984-01-19 04:16:23,False
75399556,Hong,Ra-hee,,1998-04-06 00:42:24,True
36631358,Tammy,Gustavson,0,1989-06-05 04:33:04,False
68500312,Lin,Jianhua,0,1994-06-06 10:41:41,False
92937562,Martin,Viessmann,1,1970-01-30 00:28:56,False
3214290,Frederik,Paulsen,1,1998-11-21 11:22:10,False
66915258,Laurence,Graff,0,2000-10-20 08:41:21,True
24710439,Takahisa,Takahara,1,1977-06-11 13:57:22,False
51077468,John,Grayken,1,1989-04-12 21:21:37,True
95750770,Gang,Ye,,1988-03-01 10:43:37,False
74553118,Samuel,Yin,1,2000-05-23 18:31:00,False
99095277,Wang,Laisheng,,1996-09-01 21:59:08,True
68857648,Sri,Prakash,,1996-12-22 23:09:42,True
363717,Axel,Oberwelland,1,1978-09-19 10:49:52,False
4616828,Mohamed,Al,1,1994-11-06 10:02:16,False
87944021,Gwendolyn,Sontheim,0,1992-12-04 02:29:14,True
67941093,Pauline,Keinath,0,1981-05-05 20:10:39,True
25884888,Tom,Gores,1,2000-01-28 17:48:27,False
3138320,Hiroshi,Mikitani,1,2001-01-23 14:25:02,True
75036570,Jian,Jun,,1990-10-16 09:28:22,True
2801553,Teh,Hong,,2000-01-18 23:45:53,True
32052526,Terry,Pegula,1,2000-12-19 05:40:31,False
67496408,Alexey,Kuzmichev,1,1993-08-22 17:01:04,True
58099139,John,Sall,1,1980-02-21 05:12:35,True
24766368,Antti,Herlin,1,1974-11-22 19:47:09,True
58387001,Chris,Hohn,1,1975-12-27 04:54:25,True
1361822,David,Shaw,1,1971-03-01 15:30:48,False
42875028,Nassef,Sawiris,,2002-06-24 15:27:02,False
87520521,Alain,Merieux,1,1994-03-15 14:48:59,False
36109768,Natie,Kirsh,,1977-11-06 21:01:13,True
40878312,Kenneth,Dart,1,1984-01-31 06:08:55,True
71992646,Horst,Pudwill,1,1985-01-31 17:35:00,True
89852437,Shari,Arison,0,1992-06-21 04:30:18,True
60795640,Nancy,Laurie,0,1974-02-22 23:54:51,True
31952975,Wang,Yusuo,,1987-01-13 18:19:14,False
64306538,Tan,Kim,1,1970-08-08 16:40:46,False
14296201,Stef,Wertheimer,1,1992-04-14 18:25:31,True
94076203,Pankaj,Patel,1,2002-04-25 02:01:01,False
78476238,Kjeld,Kirk,1,1990-05-08 07:19:43,True
20832667,Ray,Hunt,1,1971-07-31 16:19:34,False
74871035,Margaretta,Taylor,0,1984-01-22 08:13:38,True
59891738,James,Cox,1,1985-06-02 23:40:52,False
55850743,Katharine,Rayner,0,1983-08-24 10:05:03,True
4722420,Fredrik,Lundberg,1,1978-06-20 06:45:57,False
55809998,Chu,Mang,,1998-02-20 23:47:31,True
20203389,Ernest,Garcia,1,1971-03-26 22:14:09,True
81274466,Bertil,Hult,1,1984-12-19 22:37:32,False
76504396,Eric,Smidt,1,1988-10-22 03:10:12,False
9513680,Vincent,Bollore,1,1992-02-10 04:21:29,False
70016455,Joe,Lewis,1,1974-09-26 05:22:14,False
54617089,Josh,Harris,1,1989-01-09 04:02:30,True
19476928,J,K,,1998-04-23 12:23:05,False
9010264,Ronald,McAulay,1,1980-10-16 09:12:21,True
66260956,Jean-Michel,Besnier,,1977-11-22 18:36:08,True
92766316,Randa,Williams,0,1992-10-08 00:52:52,False
41546270,Dannine,Avara,,1977-06-28 15:20:14,True
58651867,Scott,Duncan,1,2001-12-18 01:01:03,False
52964899,Milane,Frantz,,1981-05-03 08:27:22,False
68125118,Sofie,Kirk,0,2000-12-02 14:44:26,True
11326462,Agnete,Kirk,0,1994-08-30 11:42:52,False
59825824,Thomas,Kirk,1,1997-08-11 06:56:30,False
63847480,Wang,Laichun,,1994-06-25 13:49:20,True
68838175,Xavier,Niel,1,1982-10-19 12:48:08,True
76667857,Lynn,Schusterman,0,1986-04-12 19:19:36,False
99805213,Lai,Meisong,,2002-01-26 13:28:59,True
21819607,Tom,Morris,1,1980-07-24 15:27:49,True
33160007,Yasumitsu,Shigeta,1,1993-01-01 03:16:44,True
79324493,K,P,,1987-05-27 17:15:42,True
82268349,Rahul,Bajaj,1,1993-12-24 17:52:33,False
64405763,Simon,Reuben,1,1976-05-05 15:57:40,False
49139879,David,Reuben,1,1973-01-12 12:15:24,False
86334508,Leaf,Hua,,1996-08-16 01:48:51,True
91807065,George,Kaiser,1,1988-11-14 19:59:28,False
22482287,Bom,Kim,,1997-01-25 07:53:49,True
45260004,Andrey,Guryev,1,1970-04-28 01:28:29,False
58747671,Chung,Mong-Koo,,1973-02-12 10:06:46,False
99734781,Jean-Pierre,Cayard,1,1979-09-25 04:08:03,True
30566679,Peter,Thiel,1,1979-01-23 20:53:24,True
67655855,Jane,Lauder,0,1999-03-15 07:01:34,False
98822226,Udo,Tschira,1,1976-03-05 22:44:28,False
2036087,Harald,Tschira,1,1995-08-20 20:21:45,False
95303579,Lv,Xiang-yang,,2001-01-13 08:11:22,True
83711791,Bubba,Cathy,,2000-12-25 20:50:56,True
46547665,Ivan,Glasenberg,1,1976-06-08 06:56:00,True
72410561,Dan,Cathy,1,1979-07-16 13:07:39,True
22942682,Andre,Hoffmann,1,1993-08-15 23:55:41,False
91948431,Philip,Ng,1,1995-10-29 08:41:56,True
56994489,Petr,Aven,1,1991-10-27 17:30:57,False
82631652,Mark,Shoen,1,1976-05-10 01:17:10,False
50109084,Robert,Ng,1,1973-12-28 20:48:54,True
7895999,Tsai,Eng-Meng,,1978-07-30 12:44:47,False
29353298,Isaac,Perlmutter,1,1995-05-30 08:42:34,True
29909771,Linda,Campbell,0,2000-06-10 12:26:31,True
7869092,Gaye,Farncombe,0,1992-01-23 22:54:59,True
15118315,Michael,Herz,1,1990-03-17 10:15:35,True
24356437,Olav,Thon,1,2001-06-04 06:33:20,False
46738930,Barry,Lam,1,1972-01-06 06:18:36,True
57118616,Robert,Rowling,1,1990-03-22 22:56:29,False
27226008,Barry,Diller,1,1988-02-11 08:45:38,False
2315185,Wolfgang,Herz,1,1980-04-27 20:54:04,False
